item,size,category,quantity,net_sales,gross_sales,cost,net_margin,gross_margin
Steak & Cake,,FOOD,29,1267.76,1307.5,413.83,853.93,893.67
Steak Frites,,FOOD,216,5048.79,5184,1296,3752.79,3888
Steak Tacos,,FOOD,294,3540.28,4544.5,1340.64,2199.64,3203.86
Steamed Clams Appetizer,,FOOD,11,162.81,176,,,
Strawberry Sour,,LIQUOR,130,1097.64,1152,,,
Street Corn Flat Bread,,FOOD,188,2290.62,2822,404.2,1886.42,2417.8
Sub Caesar 1st,,FOOD,7,1,1,,,
Sub House 1st,,FOOD,23,0,0,,,
Surf & Turf,,FOOD,18,866.43,879.5,,,
Sweet & Spicy Chicken,,FOOD,408,4319.66,5715,1040.4,3279.26,4674.6
Sweet Fries,,FOOD,460,1477.97,1492,763.6,714.37,728.4
Tanqueray,Mix,LIQUOR,99,970.23,1039.5,,,
Tanqueray,Martini,LIQUOR,25,445.83,460,,,
Tanqueray,DBL,LIQUOR,11,129,132,,,
Tanqueray,Mug Dbl,LIQUOR,27,279.38,287.5,,,
Tanqueray,RX,LIQUOR,1,15,15,,,
Teriyaki Salmon,,FOOD,209,5303.51,5434.5,1335.51,3968,4098.99
The Smokehouse Burger,,FOOD,418,7199.32,7535.25,1885.18,5314.14,5650.07
The Usual Burger,,FOOD,470,7057.47,7521.75,1485.2,5572.27,6036.55
Tito's,Martini,LIQUOR,123,1755.43,1802,,,
Tito's,Mix,LIQUOR,257,2068.35,2120,,,
Tito's,DBL,LIQUOR,72,668.75,686,,,
Tito's,RX,LIQUOR,36,428,434,,,
Tito's,Mug Dbl,LIQUOR,48,360.69,398,,,
Tito's,Shot,LIQUOR,2,14,14,,,
Toasted Almond,,LIQUOR,5,35,35,,,
Tomato Juice,,BEVERAGES,6,19.5,19.5,,,
Tonic Water,,BEVERAGES,5,14.56,15,2.4,12.16,12.6
Twin Lobster Tails,,FOOD,3,111,126,,,
Two Petite Filets,,FOOD,2,106.14,110.75,,,
Unsweetened Ice Tea,,BEVERAGES,941,2654.29,2728.9,414.04,2240.25,2314.86
Vanilla Vodka,Martini,LIQUOR,161,1679.79,1891,,,
Vanilla Vodka,Mug Dbl,LIQUOR,7,45.32,49,,,
Vanilla Vodka,Mix,LIQUOR,21,0,147,,,
Vegetable Platter,,BANQUETS,6,225.46,270,,,
Vegetable Stir Fry,,FOOD,243,4662.35,4973,626.94,4035.41,4346.06
Vegtable Platter,Half,BANQUETS,2,70,70,,,
Virgin Bloody,,LIQUOR,7,35,35,,,
Virgin Pina Colada,,LIQUOR,3,15,15,,,
Virgin Strawberry Daqi,,LIQUOR,4,28,28,,,
Watermelon Margarita,,LIQUOR,278,2671.28,2807,,,
Wedge Salad,,FOOD,305,4727.14,4945,661.85,4065.29,4283.15
Well Bourbon,RX,LIQUOR,25,207.13,212.5,,,
Well Bourbon,DBL,LIQUOR,2,15,15,,,
Well Bourbon,Mix,LIQUOR,11,68.75,68.75,,,
Well Bourbon,Manhattan,LIQUOR,24,195.16,216,,,
Well Brandy,Manhattan,LIQUOR,1,9,9,,,
Well Gin,Mix,LIQUOR,50,257.58,313.5,,,
Well Gin,DBL,LIQUOR,3,22.5,22.5,,,
Well Gin,Martini,LIQUOR,14,95.5,133.5,,,
Well Gin,Shot,LIQUOR,1,5.5,5.5,,,
Well Gin,RX,LIQUOR,1,9.5,10.5,,,
Well Rum,Mix,LIQUOR,78,562.26,601.75,,,
Well Rum,RX,LIQUOR,2,18,18,,,
Well Rum,DBL,LIQUOR,7,54.78,60.5,,,
Well Scotch,Manhattan,LIQUOR,2,30,32,,,
Well Scotch,Mix,LIQUOR,8,66,66,,,
Well Scotch,RX,LIQUOR,6,90,90,,,
Well Scotch,DBL,LIQUOR,2,20,20,,,
Well Scotch,Mug Dbl,LIQUOR,2,16.5,16.5,,,
Well Tequila,Mix,LIQUOR,214,1356.43,1673.25,,,
Well Tequila,RX,LIQUOR,4,39,39,,,
Well Tequila,Shot,LIQUOR,3,16.5,16.5,,,
Well Tequila,DBL,LIQUOR,8,55.5,66,,,
Well Tequila,Mug Dbl,LIQUOR,5,37.25,38.25,,,
Well Vodka,DBL,LIQUOR,17,124.29,130.5,,,
Well Vodka,Martini,LIQUOR,56,483.63,561,,,
Well Vodka,Mix,LIQUOR,226,1282.76,1497.5,,,
Well Vodka,RX,LIQUOR,8,64.5,74,,,
Well Vodka,Mug Dbl,LIQUOR,8,42.4,52,,,
Well Vodka,Shot,LIQUOR,6,33,33,,,
Well Whiskey,Mix,LIQUOR,17,101.24,106.25,,,
Well Whiskey,RX,LIQUOR,3,25.5,25.5,,,
Well Whiskey,DBL,LIQUOR,4,27.05,30,,,
Well Whiskey,Shot,LIQUOR,3,16.5,16.5,,,
Well Whiskey,Manhattan,LIQUOR,2,18,18,,,
White Linen,,LIQUOR,115,1221.88,1239,,,
Windsor,Mix,LIQUOR,1,6,7,1.26,4.74,5.74
Wine Flight,,GLASS WINE,1,12,12,,,
Woodford Reserve,RX,LIQUOR,32,659.41,674.5,,,
Woodford Reserve,Manhattan,LIQUOR,5,110,110,,,
Woodford Reserve,DBL,LIQUOR,2,30,30,,,
Woodford Reserve,Shot,LIQUOR,1,10,10,,,
Zucchini Fries,,FOOD,92,624.9,644,101.2,523.7,542.8
limoncello,,LIQUOR,12,83,84,,,
Total,,,39198,495714.67,532075.08,57277.16,,
