item,size,category,quantity,net_sales,gross_sales,cost,net_margin,gross_margin
Tanqueray,DBL,LIQUOR,12,131,132,,,
Tanqueray,Martini,LIQUOR,16,241.02,248,,,
Tanqueray,RX,LIQUOR,3,45,45,,,
Teriyaki Salmon,,FOOD,211,5582.27,5699,,,
Teriyaki Salmon,Full,BANQUETS,1,179.94,200,,,
The Smokehouse Burger,,FOOD,362,6438.58,6537,,,
The Usual Burger,,FOOD,510,8081.45,8217,,,
Tito's,Mix,LIQUOR,317,2538.53,2577,,,
Tito's,DBL,LIQUOR,79,745.97,752.5,,,
Tito's,Martini,LIQUOR,166,2171.78,2236,,,
Tito's,RX,LIQUOR,28,298.62,309,,,
Tito's,Shot,LIQUOR,3,18.5,19.5,,,
Tomato Juice,,BEVERAGES,7,21.7,21.7,,,
Tonic Water,,BEVERAGES,4,11.6,11.6,1.92,9.68,9.68
Turkey Burger,,FOOD,25,272.49,347.5,,,
Twin Lobster Tails,,FOOD,4,165.99,172,,,
Two Petite Filets,,FOOD,4,232,232,,,
Unsweetened Ice Tea,,BEVERAGES,834,2388.03,2418.6,366.96,2021.07,2051.64
Vanilla Vodka,Martini,LIQUOR,99,754.7,1118,,,
Vanilla Vodka,Mix,LIQUOR,5,0,35,,,
Vanilla Vodka,DBL,LIQUOR,1,8.25,8.25,,,
Veal Baltimore,,FOOD,2,62,62,,,
Veal Marsala,,FOOD,1,24,24,,,
Veal Scoglio,,FOOD,125,3951.55,4162,,,
Vegetable Platter,,BANQUETS,5,159.99,210,,,
Vegetable Stir Fry,,FOOD,122,2899.32,2931.5,,,
Virgin Bloody,,LIQUOR,3,15,15,,,
Virgin Pina Colada,,LIQUOR,5,25,25,,,
Watermelon Margarita,,LIQUOR,86,755.5,774,,,
Wedge Salad,,FOOD,108,1176.66,1186,,,
Well Bourbon,Manhattan,LIQUOR,20,166.5,180,,,
Well Bourbon,RX,LIQUOR,25,204.5,212.5,,,
Well Bourbon,Mix,LIQUOR,5,29.23,31.25,,,
Well Gin,Mix,LIQUOR,43,236.19,268.75,,,
Well Gin,Martini,LIQUOR,7,58.04,63,,,
Well Gin,RX,LIQUOR,1,8.5,8.5,,,
Well Gin,DBL,LIQUOR,2,12.08,15,,,
Well Rum,Mix,LIQUOR,38,235,254.5,,,
Well Rum,DBL,LIQUOR,2,15,15,,,
Well Scotch,RX,LIQUOR,12,141.07,144,,,
Well Scotch,DBL,LIQUOR,3,25.81,27,,,
Well Scotch,Mix,LIQUOR,5,35,35,,,
Well Tequila,Mix,LIQUOR,194,1358.86,1540.5,,,
Well Tequila,Shot,LIQUOR,5,27.5,27.5,,,
Well Tequila,DBL,LIQUOR,2,17,17,,,
Well Tequila,RX,LIQUOR,2,19,19,,,
Well Vodka,Mix,LIQUOR,290,1645.8,1889.5,,,
Well Vodka,RX,LIQUOR,18,118.96,160,,,
Well Vodka,DBL,LIQUOR,30,224,228,,,
Well Vodka,Martini,LIQUOR,93,843.39,909,,,
Well Vodka,Shot,LIQUOR,10,55,55,,,
Well Whiskey,Mix,LIQUOR,18,103.25,114.5,,,
Well Whiskey,DBL,LIQUOR,2,15,15,,,
Well Whiskey,Manhattan,LIQUOR,4,36,36,,,
Well Whiskey,RX,LIQUOR,4,33,34,,,
White Linen,,LIQUOR,120,1050.83,1080,,,
Woodford Reserve,RX,LIQUOR,46,890.2,920,,,
Woodford Reserve,Manhattan,LIQUOR,6,123.4,132,,,
Woodford Reserve,DBL,LIQUOR,6,84,84,,,
Woodford Reserve,Mix,LIQUOR,4,49,49,,,
Yellow Fin Tuna Sandwich,,FOOD,204,3140.02,3273.5,,,
limoncello,,LIQUOR,6,35.62,36,,,
Total,,,37125,467322.69,495175.92,3877.35,,
