item,size,category,quantity,net_sales,gross_sales,cost,net_margin,gross_margin
Two Petite Filets,,FOOD,2,116,116,,,
Unsweetened Ice Tea,,BEVERAGES,834,2377.35,2418.6,366.96,2010.39,2051.64
Vanilla Vodka,Martini,LIQUOR,101,919.04,1173,,,
Vanilla Vodka,Mix,LIQUOR,7,40.18,49,,,
Veal Baltimore,,FOOD,3,93,93,,,
Veal Scoglio,,FOOD,114,3773.05,3800,,,
Vegetable Platter,,BANQUETS,3,116.07,126,,,
Vegetable Stir Fry,,FOOD,118,2805.06,2832,,,
Virgin Bloody,,LIQUOR,16,77.81,80,,,
Virgin Pina Colada,,LIQUOR,8,39.25,40,,,
Watermelon Margarita,,LIQUOR,80,700.02,766,,,
Wedge Salad,,FOOD,82,865.11,915,,,
Well Bourbon,RX,LIQUOR,16,126.36,136,,,
Well Bourbon,Manhattan,LIQUOR,10,81,90,,,
Well Bourbon,Mix,LIQUOR,3,18.75,18.75,,,
Well Gin,Mix,LIQUOR,64,348.14,400,,,
Well Gin,DBL,LIQUOR,4,29,30,,,
Well Gin,Martini,LIQUOR,10,85.64,92,,,
Well Gin,RX,LIQUOR,2,17,17,,,
Well Rum,Mix,LIQUOR,46,288.77,310.5,,,
Well Scotch,Mix,LIQUOR,15,101.17,105,,,
Well Scotch,RX,LIQUOR,13,148,156,,,
Well Scotch,Manhattan,LIQUOR,2,28,28,,,
Well Scotch,DBL,LIQUOR,1,9,9,,,
Well Tequila,Mix,LIQUOR,186,1399.32,1492.5,,,
Well Tequila,Shot,LIQUOR,2,0,11,,,
Well Tequila,RX,LIQUOR,2,18,18,,,
Well Tequila,DBL,LIQUOR,3,22.5,22.5,,,
Well Vodka,Mix,LIQUOR,272,1603.61,1810,,,
Well Vodka,DBL,LIQUOR,32,226.22,240,,,
Well Vodka,Martini,LIQUOR,85,702.37,826,,,
Well Vodka,Shot,LIQUOR,9,49.5,49.5,,,
Well Vodka,RX,LIQUOR,15,107.08,139.5,,,
Well Whiskey,Mix,LIQUOR,18,99.53,112.5,,,
Well Whiskey,Manhattan,LIQUOR,2,17,18,,,
Well Whiskey,DBL,LIQUOR,3,20.62,22.5,,,
Well Whiskey,RX,LIQUOR,1,0,8.5,,,
White Linen,,LIQUOR,102,861,876,,,
Woodford Reserve,RX,LIQUOR,30,598,600,,,
Woodford Reserve,Manhattan,LIQUOR,10,219,220,,,
Woodford Reserve,DBL,LIQUOR,2,28,28,,,
Woodford Reserve,Mix,LIQUOR,1,13,13,,,
Yellow Fin Tuna Sandwich,,FOOD,178,2764.56,2853.5,,,
limoncello,,LIQUOR,6,35.87,36,,,
Total,,,36278,455989.38,485415.41,2832.04,,
