item,size,category,sku,quantity,net_sales,gross,cost,net_margin,gross_margin
Seagrams 7,Mix,LIQUOR,,8,58.74,60,8.16,50.58,51.84
Seagrams VO,Mix,LIQUOR,,13,91,91,16.38,74.62,74.62
Seagrams VO,Manhattan,LIQUOR,,11,114.84,126.5,26.84,88,99.66
Sex on the Beach,,LIQUOR,,1,7,7,,,
Shaken Espresso,,LIQUOR,,2,19,20,,,
Shirley Temple,,BEVERAGES,,64,218.5,224,30.72,187.78,193.28
Shrimp Cocktail,,BANQUETS,,1,2.65,3,,,
Shrimp Kabobs,,FOOD,,164,2841.69,2952,810.16,2031.53,2141.84
Side Applesauce,,FOOD,,52,50.26,51,,,
Side Baked Pot,,FOOD,,27,78.78,81,,,
Side Broccoli,,FOOD,,41,121.33,140,,,
Side Caesar Salad,,FOOD,,232,1547.8,1621,,,
Side Chips,,,,14,64.93,70,14.42,50.51,55.58
Side Garden Salad,,FOOD,,344,2040.96,2162,423.12,1617.84,1738.88
Side Garlic Bread,,FOOD,,7,35,35,,,
Side Gravy,,,,1,1,1,,,
Side Loaded Pot,,FOOD,,1,2.5,5,,,
Side Mash,,,,4,16,16,,,
Side Mashed Potato,,FOOD,,6,30.5,30.5,,,
Side Pasta,,,,3,19.78,30,,,
Side Pita,,,,1,3,3,,,
Side Rice,,,,4,14,16,,,
Side Slaw,,FOOD,,4,16,16,,,
Side Spinach,,FOOD,,38,124,124,,,
Side Veg,,FOOD,,349,68.92,76,,,
Single Room Suite,,HOTEL ROOMS,,12,2160,2160,,,
Skrewball,DBL,LIQUOR,,2,19,19,,,
Skrewball,Shot,LIQUOR,,6,45,45,,,
Sliders,,FOOD,,308,3487.18,4631.5,1296.68,2190.5,3334.82
Sliders,Full,BANQUETS,,1,80,80,,,
Sorbet in Cup,,FOOD,,2,14,14,,,
Soup Du Jour,Bowl,FOOD,,111,759.61,777,,,
Soup Du Jour,Cup,FOOD,,267,1276.93,1335,,,
Southern Comfort,DBL,LIQUOR,,1,6.16,8,,,
Southern Comfort,Mix,LIQUOR,,6,42,42,,,
Southern Comfort,Shot,LIQUOR,,1,6,6,,,
Southern Comfort,Manhattan,LIQUOR,,3,33.92,36,,,
Southern Comfort,RX,LIQUOR,,1,10,10,,,
Specialty Ice Cream,,FOOD,,22,152.65,154,,,
Sprite,,BEVERAGES,,74,212.25,214.6,32.56,179.69,182.04
Steak & Cake,,FOOD,,21,962.97,1008,299.67,663.3,708.33
Steak Frites,,FOOD,,99,2908.53,2972,953.37,1955.16,2018.63
Steak Tacos,,FOOD,,139,1702.12,2085.5,625.5,1076.62,1460
Street Corn Flat Bread,,FOOD,,141,1618.11,2116,423,1195.11,1693
Sub Caesar 1st,,FOOD,,5,3,3,,,
Sub House 1st,,FOOD,,11,0,0,,,
Surf & Turf,,FOOD,,10,518.51,520,128.9,389.61,391.1
Sweet & Spicy Chicken,,FOOD,,402,4107.53,5630,1407,2700.53,4223
Sweet Fries,,FOOD,,397,1174.36,1207,659.02,515.34,547.98
Tanqueray,Mix,LIQUOR,,60,539.24,575,,,
Tanqueray,RX,LIQUOR,,1,16,16,,,
Tanqueray,Mug Dbl,LIQUOR,,18,172,178,,,
Tanqueray,Martini,LIQUOR,,8,131.52,134,,,
Tanqueray,DBL,LIQUOR,,10,114,115,,,
Teriyaki Salmon,,FOOD,,207,5397.95,5592,1463.49,3934.46,4128.51
The Smokehouse Burger,,FOOD,,374,6529.72,6756.25,2165.46,4364.26,4590.79
The Usual Burger,,FOOD,,503,7746.55,8096.75,2409.37,5337.18,5687.38
Tito's,Martini,LIQUOR,,165,2381.34,2420,,,
Tito's,Mix,LIQUOR,,321,2553.44,2615,,,
Tito's,DBL,LIQUOR,,54,497.1,514,,,
Tito's,RX,LIQUOR,,23,254.35,278,,,
Tito's,Mug Dbl,LIQUOR,,18,141.48,147,,,
Tito's,Shot,LIQUOR,,2,13,13,,,
Toasted Almond,,LIQUOR,,1,5.63,8,,,
Tomato Juice,,BEVERAGES,,5,15.5,15.5,,,
Tonic Water,,BEVERAGES,,8,22.31,23.2,3.84,18.47,19.36
Twin Lobster Tails,,FOOD,,3,129,129,,,
Two Petite Filets,,FOOD,,4,220.62,232,,,
Unsweetened Ice Tea,,BEVERAGES,,585,1648.78,1696.5,257.4,1391.38,1439.1
Vanilla Vodka,Martini,LIQUOR,,122,1293.86,1441.02,,,
Vanilla Vodka,Mix,LIQUOR,,5,18.23,35,,,
Vanilla Vodka,DBL,LIQUOR,,2,13.72,16.5,,,
Vanilla Vodka,Mug Dbl,LIQUOR,,3,19.18,23,,,
Vanilla Vodka,Shot,LIQUOR,,6,33,39,,,
Veal Baltimore,,FOOD,,3,92.61,93.5,,,
Veal Scoglio,,FOOD,,69,2346.71,2437,883.2,1463.51,1553.8
Vegetable Platter,,BANQUETS,,2,78.02,90,,,
Vegetable Stir Fry,,FOOD,,344,5159.46,5506,,,
Virgin Bloody,,LIQUOR,,8,38.19,40,,,
Virgin Pina Colada,,LIQUOR,,3,15,15,,,
Watermelon Martini,,LIQUOR,,1,11,11,,,
Wedge Salad,,FOOD,,14,163.85,172,,,
Well Bourbon,Manhattan,LIQUOR,,24,203.37,216,,,
Well Bourbon,Mix,LIQUOR,,8,50,50,,,
Well Bourbon,RX,LIQUOR,,14,119.5,119.5,,,
Well Bourbon,DBL,LIQUOR,,4,30,30,,,
Well Gin,Mix,LIQUOR,,39,167.93,244.75,,,
Well Gin,Martini,LIQUOR,,5,34.74,45,,,
Well Gin,RX,LIQUOR,,1,10.5,10.5,,,
Well Gin,Mug Dbl,LIQUOR,,3,12.79,21.75,,,
Well Rum,Mix,LIQUOR,,28,166.5,183,,,
Well Rum,Manhattan,LIQUOR,,1,9,9,,,
Well Rum,DBL,LIQUOR,,1,7.5,7.5,,,
Well Scotch,Mix,LIQUOR,,12,95.94,99,,,
Well Scotch,RX,LIQUOR,,14,198.15,210,,,
Well Scotch,Mug Dbl,LIQUOR,,3,24.27,24.75,,,
Well Tequila,Mix,LIQUOR,,169,921.99,1276.25,,,
Well Tequila,Mug Dbl,LIQUOR,,3,19.04,22.75,,,
Well Tequila,DBL,LIQUOR,,2,14,15,,,
Well Tequila,RX,LIQUOR,,1,10.5,10.5,,,
Well Vodka,Martini,LIQUOR,,77,657.95,758,,,
Well Vodka,Mix,LIQUOR,,194,1026.31,1276.5,,,
Well Vodka,Shot,LIQUOR,,2,10.68,11,,,
Well Vodka,DBL,LIQUOR,,41,302.2,312.5,,,
Well Vodka,RX,LIQUOR,,18,155.82,163,,,
Well Vodka,Mug Dbl,LIQUOR,,6,26.46,40.5,,,
Well Whiskey,Mix,LIQUOR,,19,115.92,119.75,,,
Well Whiskey,Manhattan,LIQUOR,,7,62,63,,,
Windsor,Mix,LIQUOR,,9,63,63,11.34,51.66,51.66
Wine Flight,,GLASS WINE,,7,79.13,84,,,
Woodford Reserve,Manhattan,LIQUOR,,5,109,110,,,
Woodford Reserve,Mix,LIQUOR,,1,12,12,,,
Woodford Reserve,DBL,LIQUOR,,2,26.83,28,,,
Woodford Reserve,RX,LIQUOR,,24,476,480,,,
Yellow Fin Tuna Sandwich,,FOOD,,90,1686.47,1713,588.6,1097.87,1124.4
Zucchini Fries,,FOOD,,86,580.53,602,,,
limoncello,,LIQUOR,,3,21,21,,,
Total,,,,34119,425587.98,454524.57,49809.85,,
